37,2,2,"Visited Thurs , 5/3/18 around 4:45pm : bad experience first time fast food restaurant . The front counter lady attend order serious attitude problem towards CUSTOMER , way , I Chinese . I hope racial issue . I n't know ask question could offensive show effort offer help clarification answer query . On hand , act arrogant throughout transaction . I wonder someone complain lady . Looks like staff need in-depth-training require awareness FUNDAMENTAL CUSTOMER SERVICE order maintain good reputation McDonald 's ."
38,2,2,"I ca n't really avoid place I need fast food fix , since 's McDonald 's close , service constant product malfunction real turn . I 've location 4 time every single time something wrong.1 . The payment processing machine break n't accept card time . ( okay happen ) 2 . They n't serve McFlurries , Shakes , Ice cream , apple pie , desserts.3 . They take 30 minute make batch french fries.4 . All seat area cover trash half eaten food.I mean , I 'm sure much due manager restaurant failure supply chain logistics , restaurant never serve full menu ?"
39,2,2,"They absolutely horrible service bad I 've ever see . The food take forever get ridiculous I 'll slow take , take like 20 minute . It like know nothing ."
40,3,1,Cool stuff hamburger guy texting latex glove still . The bread stale fry surprisingly delectable . The owner McDonald 's really need surprise visit refresher hamburger university .
41,3,3,"It 's hit miss . Sometimes staff actually care enough make food quickly sometimes could care less . Also , crowd get weird I ca n't really blame McDonalds lol . Long 's many people wait food already inside good shot get decent service . It 's mcdonalds , whatever I 'll back anyways ."
43,3,3,The lunch crunch n't bad . Very short wait Shamrock shake
42,2,2,"This get disgusting McDonald 's I ever patronize ! I go visit husband Columbia Presbyterian surgery request fry late night . We end toss half order ! The food cold stale like sit hour . My burger taste like old oil fry limp , cold dry . Too bad order go I would argue damn refund ! I wonder I get order fast late night . What horror ! I never ... Repeat never ... Eat ! The cashier carry conversation look like I steal puppy I stand wait serve . You also deal homeless people harass money open door . ( Nothing I 'm hungry ! ) My hubby I swear go boycott McDonald 's one neighborhood fall completely ( despite remodel ) . I satisfy late night craving elsewhere ."
44,2,2,"I use come year ago still come day . The place clean lot wasted space even pre covid . Right I 'm surprised n't instal kiosk line place order pickup order slow . The advertise use McDonald 's app get deal free delivery deal work pickup free delivery n't free , delivery open ubereats finish order ubereats ."
46,1,1,It always take back place I remember I concentrate fun ( winter sport ) . I love breakfast menu . And price reasonable especially pandemic.Their hash brown n't change bit . And 's I like .
45,1,1,It 's McDonald 's I mean 're get food time 's cold 're good shape . Has work covid guideline pretty fast . Works well app .
48,2,2,"Avoid place night , crime central , mentally ill , homeless . Police call regularly ."
49,1,1,"I impress offer sale deal McDonald location Brooklyn . From previous experience many NOT sale . Plus , date Art store- beautiful . The service pleasant order take time . Of course , coffee way I request , I able fix . Fresh pot keep silent . I 'll probably revisit due close job fast service . I 'm sure lunch special . Clean , fast service , clean restroom I 'm happy helper"
50,2,2,"This McDonald 's weird.The line unorganized feel little bit like madhouse . Maybe 's random lady dancing like 's seizure middle store eye half close roll back . You know 's dance though voodoo-seizure dance beat song 're play . Maybe 's creepy dude stand corner talk half yelling customer . It n't help 's kind dark add creepy mood . To top , I brave crazy fry -- pip hot fry limp . Go crazy food ."
51,1,1,"I location time New York City trip . My visit mostly midnight hour , I visit couple time midnight . I find McDonald 's location rank top half list fast food restaurant Manhattan.This location unique McDonald 's Manhattan interior design . First , inside two floor , convenient , consider high traffic area . This make feel less overwhelmed customer rush food , like couple McDonald 's Manhattan . The after-midnight hour less chaotic . Second , painting photo part Manhattan give inside interesting flare . These include park , building , street sign . I never expect McDonald 's artsy feel . This refresh McDonald 's I frequent feel bland . This McDonald 's not.The employee seem maintain appearance well . The inside look clean after-midnight hour time . I expect inside look sparkle clean high level traffic . However , even time , leftover food particle leave behind previous customer never felt excessive . Therefore , I always felt comfortable walking dining here.The employee consistently friendly . I see friendliness patron I observe . They also seem carry well busy hour . They always quick patient customer . This great quality , consider Manhattan fast food restaurant consistency customer service . I deduct one star sometimes , wait time food excessive . I understand high level traffic also want food , I see long wait slow time also . This could use improving . Otherwise , food always come hot fresh , taste delicious . I usually order cheeseburger quarter pounder meal . I satisfy both.When I part Manhattan mood quick bite eat , I continue keep location mind . I likely continue favor after-midnight hour time day . I feel like I receive best overall service ."
52,1,1,"I love come long tiring day , I grab quick snack . The location pretty unique bit different MANY Mcdonalds I 've . I think employee able keep good environment able keep nice . The food like every Mcdonalds I 've nothing different nothing special . I appreciate service serve name , `` fast food `` . Overall , 's good place get quick snack tire day work !"
53,2,3,"I rarely eat McDonalds fast food first . Things annoy particular location - homeless point day try open door beg tip get angry n't tip open door . I n't even go eat notice go I 'm walk around lunch break . I come friend day cheap I n't feel like google food $ 10 area . I opt naturally happy meal totally change since I kid . Or even 8 9 year ago . First , happy meal $ 1/2/3 menu . It come like $ 4 - cry river . Holy * hit kid 's sized fry like . . . . I n't even word I dumbfounded . I think I get like 4 french fry cardboard box . Cheeseburger - two thumb . I order eff Little Bo Peep toy go aside rot shelf till I give kid ? Option side apple go-gurt . What ? After daze confuse new addition , I obviously go gogurt I get unnatural tasting brown apple homeless people open door . Maybe , complaint McDonalds . I confuse soft beverage option I 'm use soda fountain open pour give regular coke without ask I want . I n't like soda . Would nice know drink option . Four-year old lament everywhere . The sauce also n't leave . But I think McDonalds away year ago . There 's nothing devastate I ca n't get extra ketchup packet ranch sweet sour sauce without judge criminal . The exciting part meal toy Stroopwafel McFlurry . Sweet jesus . So new mcflurry shamrock shake pretty much reason I want go McDonalds record . But one magical thing I 've put mouth since Rollo McFlurry . Please love god bring back , Mickey D 's . Okay , interesting conversation Bradley Cooper Lady Gaga Tonya Harding possibly another homeless man , I try friend 's bacon cheese fry . Two thumb . The portion size ridiculously small . Some people n't problem obesity America . This make really quite sad . The cheese sauce kind tasted surprisingly good bacon taste like bacon bit get jar . I n't think I 'd add bacon anything period . Overall , get job . I felt uncomfortable weirdly full tiny meal also make question hell I 'm eat . Anyway , I 've much good location . Even Union Square good job crowd control hub ."
54,2,2,"McDonald 's us cruel practice chicken . This ' happy meal ' . These chicken keep battery cage even allow walk due amount growth hormone feed . They abused disgustingly . If want read McDonald 's cruel practice , look site : foodrevolution.org/blog/… imnotlovinit.com"
55,2,3,"The front door McDonald 's control aggressive vagrant , act place . They open close door , look tips.This borderline threatening practice , n't surprise incident . The vagrant friendly term employee come go , , amazingly , look thought practice condone ."
56,2,2,Do n't even bother come . They serve fry 1 AM later . They n't even help us give us want . We n't people restaurant try order food . Very poor management .
58,2,2,Do n't expect much McDonald 's term service even food option . Only expect cook ... food . Long story short .
59,2,2,"Construction sidewalk , rude employee . I ask BBQ Sauce nugget guy hand one . Really ? I ask I say thanks I get ignore . If n't like job stay school get another one ."
60,2,2,Terrible service . Employees greet speak costumer . Open 24 hour every time I 've nothing ready . Manager n't even greet costumer let know go . I stand register 20 minute anyone say anything . Ended leave breakfast work .
61,2,3,"Since I go school near McDonald 's , I 've visit quite often . I never issue since 're typically decent mood ice cream machine always work . However , week ago , I go alone grab quick bite , wait meal , one manager start compliment . I earphone I smile awkwardly say `` thank `` , hop 'd take hint . I sit one table , 15 minute , come twice keep flirting . Each time , I keep earphone , awkwardly giggle keep eat . However , uncomfortable experience , I 'm eat McDonald 's - alone least . I rather take 10-minute​ walk nearby McDonald 's 's actually nice one make feel uncomfortable ."
62,2,2,I use mcdonalds app place mobile order I go restaurant pick `` could n't find `` order system refuse give food refund .
63,2,2,Horrible service . The manager walk around AirPods disrespectful hit woman ... completely unacceptable ...
64,1,1,A VERY BUSY McDsThey fast ! A well run store busy part city.I diet I order make without mayo etc come quick hassle
65,2,3,"There n't single table available . What happen good manner from.the customer . I recently come back great state Louisiana woman , would always man willing give seat . Not establishment . My feeling hurt"
66,1,1,"I 'd go nearby McD 's spacious ; two floor . Good place stop walk around FiDi , WTC , Wall Street , etc.They large TV display order 're fulfil , first me.Note miss DJ play , mention review ."
67,2,2,"They charge McChicken $ 2.49 usually sell $ 1 McDonald . When I ask $ 2.49 , say price location . It rip-off ."
68,2,2,Nasty Management . I place mobile order . When go pick realize sandwich order wasnt bag . It dry hamburger stead . When manager wa ask assist order become nasty disrespectful . I tell customer respect respectful become event line . I tell cancel order didnt want anything McDonalds . Nasty disrespectful !
69,2,2,"I feel bad people work . There clearly poor management . Tonight person register also make drink two people bag food also make . I mobile order 2 Iced tea , I 've wait half hour ."
71,1,3,No option area breakfast except Pret A Manger . Hubby want something basic end . Clean establishment friendly worker . The space 2 level plenty sit option . It serve purpose morning pick .
72,3,3,This McDonalds TV show downtown . A bit pimp usually quite bum front . Service adequate hash brown perfectly cook . Bathroom gross .
73,2,1,Took 27 minute get bacon buffalo crispy chicken cold sandwich holder type salf fry .
74,3,2,I frequent restaurant lot one near seaport lot clean update ... place need renovation . The food taste like McDonald 's . They slow night . Oh I say need CLEANED UP .
75,2,2,This median fry ? ! And ketchup always dirty .... ! I wish I give McDonal-1 star !
76,1,1,"This place get 4 star base comparison OTHER McDonald 's . It 's standard fare , place like dress , fancy version ! With live music ! Pretty funny random . It 's also open 24/7 . Last time I walk look like close renovation . I hope make even grander ! hahaha ."
77,2,2,"Just touristy me.I always get uneasy feeling I walk McDonalds , recently , noise McCafe blender loud Jet Engine.No lie , I could n't hear counter person decibel level thing . I 've McDonalds McCafe set , none loud . Change thing ! It 's disturb annoy ."
78,2,3,terrible busy . small restroom . Do go prevent it.Bathroom line take much long food .
79,1,1,"Great food service well . The counter help fast swift take order , behind scene people make come together minute ."
80,3,3,"For McDonald 's , pretty nice one.Yes Fancy McDonald 's I 've see feature Food Network Travel Channel.I bit worried I read yelp review n't mention piano player waiter service.On 12/5/2010 , I take boo check Museum American Indian . I want cheap date , golden arch destination itinerary . However , bit price range . Everything 30 % expensive McDonalds I 've see . A small hot chocolate $ 2.40 ! Did inflation go fast sleep ? We decline eat Disneyworld style pricing sit warm head Chinatown.Things note case want know still Fancy McDonald 's : There doormanThere table serviceThere piano play lady upstairsThe employee wear fancy hat uniformsThe price match ambienceThe ketchup packet lay kinda fancy display use vs bin"
81,2,2,Yeah far bad McDonald 's I 've ever life . Wait 20 min line say cash instead sign say I would n't wait line would know leave . Says 20 min fix system take 25 min . Waited almost hr 2 mcmuffins . While wait store allow crack guy walk around talk bug another person dope pass box Dunkin donut next guy come coke drink coffee staring everyone . Then eat homeless drug addict come asks buy food string . I n't obviously friend fell shit . Then I 'm leave crackhead guy bum cigarette n't want offend crackhead bug give one . Never go . Place suck fat chod ! ! !
82,2,2,"No outlet upstairs , bathroom downstairs restrict handicapped individual , upstairs pack refuse open remain 75 % seating available . What 's point restrict seating force people stand 10 table available ? Guys restroom one urinal line . Overall poor setup reflect want people buy food leave ."
83,1,3,"I never think I would review McDonalds . 5 star service ! I real terrible one service sux , others would charge additional sauce . The hiring manager must good eye ear ratchet candidates- every worker really nice . 5 star"
84,2,3,McDonald 's McDonald 's really place unique difference live person play music piano restaurant . What I really n't like location seat terrible ( least I visit ) . They 2 floor seat maybe dozen seat floor area massive tourism seating non-existent I visit .
85,1,2,"Yes , I review McDonald 's .. stop judgment ! I come basically every morning iced coffee n't many alternative along way office iced coffee cafeteria bite big one . The line long , move pretty quickly . Large ice coffee yogurt parfait $ 5 ? Do n't mind I ! My qualm may slightly irrelevant , I would like complain nevertheless . There ridiculous `` homeless `` guy sit outside last 2 month - look pretty clean I 've notice New Balances change twice .. n't seem poor , sir . Also , seem punctual enough every morning show outside Micky D 's extra cashola , go get job .. kthx ."
86,1,2,"When I work downtown , part I would eat lunch . For , place see . You get stock ticker work , since Wall Street right . You get Mickey D 's version Liberace , play heart 's content 're Royale Cheese ( Liberace never find wife support I never know . Same go RIchard Simmons ) . You even get McDonald 's Gift Shop second floor ( yes , McDonald 's multiple floor ) buy mini-Statue Liberty McDonald 's logo . Better yet , cheapskate , Dollar Menu full effect . I 'm Loving ( especially 's dollar ) ."
88,1,1,This place amazing one kind.There woman play piano singing . The staff wear cool french style hat . Everyone nice . Check upstairs ! A must see Mcds area !
89,2,2,Went today . There fry & n't even try ! What 's good renovation 's fry ? Gon na go one Fulton instead
91,1,1,This mcdonalds super busy get live pianoist perform upstair rest tired foot shop Century 21 . Another good thing place free restroom girl boy move ten time faster starbucks restroom . Totally recommend place area = )
90,2,3,"Jesus , place bad . First , cashier leave lot desire `` basic intelligence `` arena . I 'm even talk intelligent -- I 'm talk proof brain function . I give order three time , normally would n't big deal , order wrong even go three times.My husband I order two hash brown , egg cheese biscuit , egg , cheese sausage biscuit , iced mocha fun . We get egg cheese , one hash brown , biscuit sausage bacon ( egg , cheese ) cup milk . Seriously , cup milk . I n't get ."
93,2,2,"Probably one big fancy McDonald 's I 've ever , 's show . The staff incredibly ghetto , loud , slow take order , even slow serve . There one particular female server ( butch usually yell ) , actually get fight customer come want use bathroom something girlfriend outside work result fight well . It trashy obnoxious . I mean , yes , 's McDonald 's , n't mean customer subject ... I 'm even sure call , go McDonald 's . The floor table ALWAYS dirty . ( Note : I come back 2nd time friend , girl , yell really loudly . The rest employee seem NOTHING . Literally stand NOTHING , place straight mess ) . There upstairs , allow ( 's like , 's f * cking point ? ) . I would recommend stay away place unless low standard atmosphere , customer service , hygiene ."
94,3,3,The thing make McDonalds different mcds piano lady good look table really differents.The bathroom small compare number seat place use bathroom height lunch time . 're good walk two block boarders.The staff take order quick make sure look bag walk away mess alot .
95,3,3,"Like Crispy Chicken finger , sometimes salad . There doorman . There use 'table ' service someone would set place . I ca n't remember last time I someone . Do love iced coffee . But piano still . And evening I stop sip cofffee listen . But even upstairs close . A homeless meander hold breath watch fry ."
97,1,2,"Do people really write review McDonalds ' ? Well , one piano occasion , live music venue . The food generally serve minute order must mean fresh due fact inventory move quickly . The staff wear brets - clearly influence French evidence French Fries . I often notice McDonald 's employee branch come order lunch clearly , location superior others ."
96,2,1,"mcdonald 's , financial district , crack following reason : 's news ticker headline food menua gift & souvenir shop -- heh hehan Orchid Room - wtf ? ! baby grand piano ( actual piano player show sporadically ... listen mozart eat whopper ) doorman - case , know , ca n't open door . 'table ' service ( ha ha ha ) ( think get rid ) lol top frickin ' homeless come chill , add high class atmosphere ambience 're suppose get fry big mac . heh heh heh ... ask ? DISCLAIMER : nothing homeless .........."
98,2,2,Never get Mc Ds fix ! What Mcdonalds n't refill drink ? And I 've many time prior gotten refill . Then randomly one night manager say n't offer refill anymore ? On top soda fill brim ice ! If n't shady enough late night menu fill expensive food item ! I 'll take business block Fulton regular item 24/7
99,1,1,This McDonald 's cool . Its decorate nicely inside someone play piano singing .
100,1,1,"This McD location generous come hand free McCafe ice Mocha Summer . I recall people charge employee walk away two hand full . Needless say I one TYVM . BTW , I say whipped cream , spammit ! Fine , I 'll add star kickass promotion ."
102,2,2,"So gross . This place really need improve many way . Yes , I 'm aware 's McDonald 's excuse . Can cashier less miserable ? Can chase away dreg society harass customer outside ? Can clean place ? I like McDonald 's , however , iced coffee $ 1 fee ATM ."
101,3,3,"This McDonald 's know `` fancy McDonalds `` piano player , doorman , granite table top , table service . When I walk door monocle fell eye . I think `` ohh word , place even fancy ! `` Unfortunately , I woefully dress , luckily tuxedo borrow . As I proceed gracious stair case I admire import granite table , I impressed hear piano player play moonlight sonata shit . We seat quickly `` orchid room `` . This room fancy make Palace Versailles look like mere Buckingham Palace . We choose prix fixe menu consist four course . The first course consist bread fry chicken cutlet crisp batter . This pair fine vintage Sprite . The second course consist frites present artfully red cardboard tube thick tomato like sauce . The main entree enormous sandwich consist two patty , pickle , lettuce , three layer bun . The `` special sauce `` include sandwich dance palate like ballet . The somellier helpful throughout meal . He recommend Coca Cola complement complex flavor entree . The final course desert pastry . It crisp cinnamon apple flavour pastry unlike find fine bakery Paris . Over restaurant definition din excellence , sophistication.The pure fiction . This actuality McDonalds look fancy . Its McDonalds lousy food get anywhere else ."
3,2,2,"There McDonald 's locate Dabney Drive Henderson North Carolina . They consistently horrible service . I drive-through waiting order outside lane . They process three people inside lane , point I decide hell . This particular location shitty many year . Even decade ."
104,2,2,"Hubby I eat McDonald 's time per week . I go 4 neighborhood - Chambers St , Fulton St , Broadway Wall , one . I dislike American cheese , substitute white cheddar egg mcmuffin . Every store allow get 2 $ 4 deal substitute white cheddar . The food cost difference penny . Last week , refuse store . The manager tell I would pay full price sandwich I want white cheddar . She tell another staff member I spoiled customer never allow substitute - front me.When I tell story Fulton St manager , agree petty , disrespectful regular customer , say store get constant complaint location . So , I go vocal this.I review survey heard nothing back store manager , even though I request someone contact ."
105,2,2,"So many bad thing say location I begin . For starter 2 floor Everytime Im bottom floor open . Secondly staff location HORRIBLE ! Very rude , welcoming , everyone side conversation infront customer . Not mention someone dress look like manager one carry side conversation infront everyone ! The one I see actually job hard person clean eating area . I see someone sit table back phone . Not really sure . This McDonald 's need proper staff know hospitality . On top everything someone order leave food wait 15 minute hamburger 's ridiculous.Update : hear someone say bacon rotten super loud infront customer . SMH !"
107,1,1,The Double Beef Cheese Burger probably best thing planet
5,2,2,The 1 star mistake n't deserve . They ca n't never get order right . Buns always hard old . And always forget something . I n't know open customer service stink . I would n't recommend anyone come . Unless homeless choice BUT TO EAT ! ! ! NASTY NASTY NASTY please CLOSE DOWN NOW ! ! ! close .
108,1,3,"Nice place hungry need quick food . Whether look breakfast lunch ons , get cover . Worth try hash potato"
109,2,2,"Ronald , something tell crew ai n't `` lovin ' . `` Depressing ambiance , table decorate leftover crumb grease , though act customer repellant . There traveler freeload shamelessly outlet charge phone , folk din solo long day office , pair bearded hobo pal , sleepy-looking guy look like meth addict come satisfy munchies something cheap . The mish-mash citizen like urban , modern-day version The Breakfast Club.It bit unsettling I sit , clutch cautiously onto handbag . ( I mood get mug catapult upon perpetrator , I walk day . ) I could n't help feel unsafe , come someone 's live New York life . Inside virtually dead desert McDonald 's , would n't know locate one busy street Financial District , block fill people wait bus stop , inevitable bump clueless tourist impatient white collar worker alike . I would recommend din 160 Broadway instead , determine get fix , restaurant well maintain , live entertainer second floor playing music throughout day lift spirit weary , hungry , tired.If n't mind din amongst shady low-lives , however , feel free boldly come , heed word : guard personal belonging , I guarantee someone run Happy Meal ."
110,2,2,They dishonest charge signage say . When complain simply say iced tea soft drink & sign right . They McD sign doesnt charge $ 1.I find service slow & rude restaurant dingy dirty.It like McDsI love McD never visit location
4,2,2,"This McDonald 's couple year ago , African American ( He 's like Teenager ) mess order reason , I hate McDonald 's much ! Long time never 213 Madison St I 've avoid McDonald 's lot time . I go another review I go McDonald 's Again see good ."
111,2,1,"Crazy busy , minimal control lines/wait , 140 seat upstairs ( literally 's sign door ) .2 Big Macs $ 5 right ( sandwich ) ."
113,3,3,Everyday way home work I stop use downstairs restroom free . No one every ask spend penny . I ca n't complain .
106,2,2,Ordered 1:08 . Waited food till 1:23 ( busy ) I ask food check realize delete order . So I get food 1:28 . Waited 20 minute food . Thats lunch break right .
115,2,3,"One inefficiently run McDonalds I 've ever misfortune visit . Sadly , location provide constant business , I 'm bet good mgmt anytime soon ..."
117,2,2,"Scale 1-10 : Food : 4Service : 0Atmosphere : 1Dinner 2 people ( plus tax ) : $ 15Favorite dish : Value meal # 7Pros : -It 's McDonald 's , like fast food 'll probably like food regardless incompetent staff is-Open late 24 hour , I forget which-They give us free order fry wait 25 minute filet ' fish sandwichCons : -Worst service city , hand , say lot . Most tellers/cooks/preppers etc . borderline lucid , one spend time talk serve customer cook food . At one point I count 8 people behind counter , none take order , cook food , anything resemble work . Even one street bum come get coffee say bad McDonald 's city.-Prepare wait long time 2 people line . The teller n't seem know take order , enter order , fetch food . The cook n't seem know cook one sandwich time 're busy goof around.-That filet ' fish sandwich mention take 3 reminder teller n't seem sense short term memory , 2 teller find cook goof , 2 different cook figure cook sandwich finally come 25 minute later . Did I mention 3 customer entire restaurant 8 worker behind counter know I wait something get done.-When I get fish sandwich everything else cold-I would rather eat trash outside store dignify restaurant 's worker ' existence go . The reason I even wait fish sandwich instead demand money back ) wife crave b ) would 've minor miracle teller could figure something complicate much money give back"
116,2,2,This one bad Mcdonald 's area I rarely come breakfast b/c line ridiculously slow staff rude ghetto consider area city I 'm surprised employee like work . This place make late I lunch yesterday crowd horrendous never enough cashier morning lunch rush . I 've complain coporate I get free coupon need improvement service food quality n't bad .
118,3,3,"If 're area feel like McDonalds , definitely place . Pretty standard service , kiosk longer usable due pandemic situation , overall , 's 'd expect golden arch ."
119,1,1,This pretty good atmosphere Nyc arch experience .
120,2,3,"Our family three starve need sustenance pull I could hop grab us quick bite.No line beautiful sight , yet order take compile . I order McChicken sandwich mayo , small fry , happy meal , meal ( ca n't remember ) husband . I enough time head upstairs restroom , need TLC . I hate public restroom ... ugh . There teenager seat upstairs , indicate a.an school hangout spot . I make downstairs , hand huge shopping bag food , door . Sadly , McChicken nowhere find 's leave order ticket smh . Clearly 's room improvement ."
121,1,1,I mean food McDonald 's always 5stars . But service nicer reason . So I think I give 4 star . We love since open 24hrs 3 block place .
