"16|2|Everytime I come , seem exactly meat I want , without fail . The first time I chalk honest mistake due imperfect foresight . I get , 's finite amount food restaurant , 's natural every often inventory n't meet demand . These thing happen , I move past . I go , week half , two week later . Again , meatball . Since I intend use Subway coupon , would make sense I would move next location , especially 's directly route anyway . Upon mention employee , tell `` hang `` disappear back , return without much explanation , exactly number meatball need 12 `` . I n't think much time , I saw miracle convenience . A third time , nearly month later , I return , place order , give familiar `` meatball . `` I insist , explain happen last time . They kind sat silence . I n't time play detective , I eat somewhere else . Attempt # 4 , 2 week later . Same outcome . I figure , 's way 4 time row 'll `` meatball , `` I actually put real energy thought , I cast serious doubt odds thing I 've ever order subway , since I old enough eat subway , never run , likelihood happen would infinitesimal . Today , I order another meatball sub , time , I add tuna sandwich order . Not meatball , seem , chance would , thing I order would also happen go . I speechless ; possible reactively hostile emotion belligerent response completely overwhelm stunned bewilderment . I almost never write negative review , matter fact , hardly write review . I simply n't go bad place , continue return good place . My experience , outlandish bizarre I felt must share ."
17|2|Not friendly staff dude behind cash register n't know ! Wo n't back ...
"18|2|Stoic unpleasant service location . A fairly tasteless , sparse portion meat way much bread . After number year eat Subway recent news hearing certain toxic ingredient food , I 'll take business Fire House Subs.If n't hear , 're great . Lots local athletic booster fundraiser Firefighting association . The sandwich AMAZING . They 're also less minute Subway , across shopping center . Support local area business stop line pocket greedy franchisees could careless customer . Sorry guy , Subway remind DMV English n't requirement staff I 'm left walk away bad taste mouth ...."
"19|2|Not I overchared , quality sandwich sub par . Upon act upon `` If right , I 'll make right guarantee , I treat litany excuse owner . The establishment also extremely dirty , fruit fly circle produce . The owner Abera complete jerk ! Please frequent Subway location , employee understand process simple directive english ."
"20|2|While food fantastic , service slow.Our server seem like rush make order , meanwhile line get long , long ... longer.The Subway Hayfield Shopping Center friendly , fast ."
"21|1|I 've come year , thought warrant update . Good news I find 're one good Subway shop I 've ( I 've heap ! ) . Bad news last month , like many franchisees , seem decide use old bread , shame really one good one around anywhere . I come almost every week , stale bread become noticeable , start spoil whole sandwich . It feel horribly hard crumbly , smell awful , taste even bad . It 's become usual able eat whole bread , instead year chunk end eat meat veggie . If anyone shops read , I really hope care enough stop use old bread , stop use packaging say `` eat fresh , `` 's impossible . Apart serve stale bread , shop great job maintain overall cleanliness abuse ingredient . Staff generally friendly efficient , I 'd like able keep come 'd stop use old bread ."
"22|2|Had odd experience . I ask substitute steak Steak , Egg , Cheese flatbread Turkey , sandwich maker refuse , I ask , say could n't , I know case since I typically purchase breakfast Columbia Pike location mile road Pentagon city location . I decide go Pentagon City location I little time stop . I regret decision I ask sandwich maker could n't substitute meat , say cost , I would expect , I assume different store operate differently . I say okay , sandwich maker look puzzle I stand . He ask I still want . I say yes . He shake head begrudgingly head Turkey compartment , begin prepare sandwhich , never ask type bread , six inch foot long . Good thing choose bread I want . I would hate make another change inconvenience complicate man 's day.I pay item stand register second , puzzled look come sandwich maker 's face . He ask , anything else ? I ask receipt . He print , I take , leave.Now sit office enjoy good sandwich , I notice receipt . I attach photo show I make : He change tuna sandwich extra tuna ! ? ! LoL ! What ! ? ! Certainly people make substitution subway often . Isnt byproduct eat fresh ? ‍I feel I charge underserved . The moral story . Stay menu , improvised sandwich cost ."
"23|2|Eat fresh like Eat hairThe worker hospitality . They assume I want sandwich , n't get right I ask change cheese American cheddar ignore keep make . They assume I want toast sandwich toast , I want . And use glove make sandwich . Then top I bite long greasy hair find I open sandwich find another hair . Overall disgusting I go"
"24|2|It seem subway absent yelp also lack review . So , I guess I must tend duty yelp reviewer . First , let say place madhouse due annoy out-of-towners ! The sandwich maker greet far well expect , endure customer front . I ca n't believe level disrespect rudeness receive ? ! ? ! My foot long chicken breast make order look presentable . Unfortunately , I bite I notice n't fresh ( bread ) I come expect subway . The chicken assortment vegetable I choose . The cup water I receive meal yellow , I assume fountain share another soft drink .... I hope ! ! !"
25|1|Blown away ! This place go beyond . Best sandwich place.You step counter . You tell person type sandwich want . Then come bread . They four five different type . And bottomless topping ( olive include )
26|2|They suck . I n't even get right sandwich hand rude
"27|2|This subway bad . When line busy , food get rush . The service rude I n't like . But , I give another star least food good . But service bad ."
"28|3|Lines long 's good rest food court slop . Wait line least know wo n't get dysentery food , unlike rest food court ."
"29|3|Based map , I 'm pretty sure one I visit . It 10:30pm I need something eat , everything either closed n't look appeal time . I 'll first admit I n't like Subway . Bread taste fake , chicken taste like crap , anything $ 5 footlongs overpriced.But late , I stop Black Forest Ham $ 5 footlong . Service great friendly , I get sandwich toast topping I want , taste fresher Subways I 've to.Their credit card machine , cash . And another customer line say Diet Coke stock day . But , best Subway I 've , n't say much ."
"30|1|Of many Subway 's I , one good . The service fast , n't let long line fool . Unlike less Subway 's , one always fresh vegetable fresh bread . Of place Pentagon City food court , Subway one consistent , give good food fast service ."
"31|3|It 's Subway . There many , 's hard keep track , intended pun . Just like dull penny find without look , location fairly busy shop center . Thankfully 's insane , seem steady business , I appreciate relative tranquility store . It 's get nice decor item wood panel , include bread , onion , tomato , green pepper . The seating area fairly comfortable , high table us taller guy prefer.Ultimately 's clean restaurant . A friendly staff pleasant helpful . My best guess franchise owner n't like run , special see one . This good one though , potato chip rack keeps thing organize . If area 's worth . It 's convenient Columbia Pike , close Baileys Crossroads Lincolnia ."
"32|2|I know might think Subways , one average . First , location accessible consider high traffic area two-lane highway.Second , meat least , day old . It visible color change air long . Third , I greet I enter location . Actually , I treat I bother since guy count money.Considering Subways dime dozen , I would continue drive reach next location ."
"33|2|The sign menu board offer $ 5.00 foot long meatball sub , $ 5.00 special sub October . To chagrin , I charge $ 5.50 plus tax.I wo n't sing `` $ 5.50 foot long `` Subway jingle anytime soon ."
34|2|Agree review ! If I could give 0 star I would ! Worse customer service ever ! ! ! I think Subways clearly ! I ask lady discount one Linconia give ! She look like `` talk `` ! Then I explain say `` never heard `` I ask one Linconia say Subways give military/officers discount ! You know policy work ! ! ! Never go Subway !
35|2|I give single chicken serve fact I ask double chicken chop salad . This happen two occasion . Skip next subway really want eat sandwich salad .
"36|2|If u could give star I would ! Very rude Asian lady ! Told I would charge xtra mayo ! Lol ! Really ? Since ? Then I go pay I hand $ 20 total 8.09 , I try hand .09 change say I ca n't take I already enter 20 even ! Lmao never"
"37|2|Not good . Was weekend afternoon , place empty . There old small lady behind counter young guy/kid . They guy somewhat helpful proficient , old lady stingy pain . Everything I ask felt like inconvenience I ask extra everything 'd put tiny bit everything sandwich . Neither one could seem understand communicate well English . By end , I pissy . I return ."
"38|1|Solid , one least disastrous Subway shop I 've , I find many sandwich `` artist `` abuse misuse ingredient often give whole franchise bad name , take someone work multiple location number years.Service quick , although never lunch rush , shop always clean bright . One thing irk whole `` Cold Cut Combo `` thing , say menu come `` ham , salami , bologna , `` I order first time , ham salami . The worker 's explanation : `` 's ham salami , ham AND salami . `` Well somebody please tell world `` ham salami `` ... ! All , I feel like I come trust produce something decent , time . I 'd come back ."
"39|1|This reliable take-out shop Crystal City underground . The shop always clean staff friendly . I wish vegetable ingredient look little fresher . See ( example ) picture spinach ( wilt bit ) onion ( spoil brown bit ) . That condition veggie pretty typical shop , Subway shop area ."
40|1|I always go Subway grandpa I visit DC - go average twice week ! The owner staff always friendly ; facility well maintain quality fresh . The mall area always group folk hang ambience lively .
"41|2|I n't issue customer service , food small portion compare subway . When I get steak egg cheese give thimble amount steak"
"42|2|My co-worker find grasshopper sandwich today . There multiple witness . While I realize grasshopper delicacy part world Subway ton top option , I n't think either scenario applies . So 2 star ? A . I 've never find one MY sandwich here.B . Service super fast ( perhaps fast notice grasshopper go sandwich ? ? ) C . The manager quick respond . He refund colleague 's money , plus give new sandwich cooky . Perhaps would argue n't enough give happen , least get ta give guy credit act fast ."
43|2|Ate couple oatmeal rasin cooky . Got Sick dog ! Do NOT eat may leave long near weekend .
"44|3|As I wait line , I think long hard really take sandwich artist.Long hard.For 2 minutes.While I credit ability make sandwich bit finesse young lady help , I think : `` Not everyone talented . `` But , bread fricky , fricky fresh soder poppin . '"
"45|3|It 's Subway know kind food 're get either like n't . Personally , I like veggie roast beef ( $ 5 value menu ) I ca n't `` mystery meat `` . Anyway , Subway clean staff fast , friendly give lot food sandwich ."
"46|3|So want quick cheap sandwich ? This place . There three people help guide creation perfect sub . I create variation Subway Melt . heat include toasted bun ! I saw red pepper salsa end serve line . This right kick creation . The price right clean , large , comfortable setting ... Why ? Now one area improve , iced tea . It fresh brewed , weak watery . There one dispenser , obviously need . I would give try Crystal City Underground . Eat fresh !"
"47|3|I beat lunch time rush subway day Redskins dominate New Orleans Saints . Okay , I reference football game Subway ? Because result Redskins score 20 point , Subway / Redskins Fans obtain FREE 6inch subway purchase large drink chip . After tax whooping $ 3 change . So love Redskins & Subway , definitely take advantage promotion : redskins.com/fan-zone/su…It take minute redeem coupon Subway employee aware promotion . The manager swiftly train employee I eat sub like RG3 end zone . HTTR & Subway !"
"48|1|This best Subway . The staff stable nice thorough . This guy know menu , stock product detail . He always ask want sandwich cut today wrap half foil say n't sure could finish . We stop every time 're area ."
"49|1|I love little glass go cover food . I know impossible keep fly restaurant , glass I know fly go clever touch anything . This subway clean , small sit area TV enjoy lunch . The parking n't great , still one best subway I go long time ."
"50|3|Clean , new , fast , friendly staff . Parking easy , neither get sub look like picture advertise . Free lettuce !"
"51|1|I love place , especially I need something fast eat lunch break work ! The Subway Melt Honey Oat Bread delicious . Parking sometime hassle ."
"52|3|A little crowd lunch hour , go avoid long line . These location ( two permanent cart ) pioneer Subway breakfast sandwich , great actually healthy option fast food place building ."
"53|1|I usually visit JBAB Bolling Exchange Food Court , I 'm base . If I 'm hurry , I pay visit Subway . It 's distract confuse customer order line close proximity Charley 's ."
"54|1|Great , great , great ! I love Subway kiosk Apex corridor 5 6 . The lady reason always enough bread , enough meat , cheese , veggie sandwich regardless time work day.The bad thing toaster machine I eat sandwich cold . Nothing hit spot like toasted BMT provolone .... mmm ....."
55|3|The steak sandwich favorite lunch week . The staff nice work location Crystal city . Subway Tuesdays delicious .
"56|2|I go buy three sandwich subway order two 6-inch tuna one 12-inch meatball . The tuna one prepare well , meatball give 5 meatloaf enough sauce others without sauce , disgust . However , I let pass ask cheddar cheese I saw add little sandwich , I think oor favir would add little cheese Silvia reply could , give exact measurement , As far I know legally , measurement hand meter . In view , I decide take sandwich stay desire eat . It sacred hour , lunch time , client go fast conidas time cook , someone like Mrs. Silvia come embitter client ' lunch time . It first time I visit subway I assure last time change Mrs. Silvia I want bad experience place due ineptitude staff , case lady . Silvia , cause severe headache high blood pressure . I recommend one go subI go buy three sandwich subway order two 6-inch tuna one 12-inch meatball . The tuna one prepare well , meatball give 5 meatloaf enough sauce others without sauce , disgust . However , I let pass ask cheddar cheese I saw add little sandwich , I think oor favir would add little cheese Silvia reply could , give exact measurement , As far I know legally , measurement hand meter . In view , I decide take sandwich stay desire eat . It sacred hour , lunch time , client go fast conidas time cook , someone like Mrs. Silvia come embitter client ' lunch time . It first time I visit subway I assure last time change Mrs. Silvia I want bad experience place due ineptitude staff , case lady . Silvia , cause severe headache high blood pressure . I recommend one go subway.Also I send email owner Subway restaurant I speak phone tell go decide go restaurant get sandwich 's almost 6:00 pm I still n't lunch . Now I understand employee , Mrs. Silvia , act way , real shame . I never go restaurant I admit anyone ."
"57|1|This one good Subway shop I , I fair share . I n't yet din store look invite outside , ingredient abuse like Subway restaurant , I appreciate park right front store time . Their sandwich ? Unlike many shop , I n't yet displeasure return sub stale bread , recent tuna sub point , recommended honey mustard I find perfect tuna . I 've ever try sweet chilli sauce tuna since customer recommend I work Subway shop Australia , since n't seem sweet chilli , I 'm glad I 've find decent alternative . I 've lady -Orfilia ? - service , 's always reasonably friendly quick , issue . They close 10pm week except Sunday night -9pm- , I sometimes miss I get right around 9pm . I 'd recommend shop , definitely go back ."
"58|2|Got sign 's 9 , guess decide close ! Best service especially n't even get experience !"
59|2|Wow come line long ONE person . This poor woman keep call back help woman keep ignore keep open box instead help register .
"60|3|I go tonight around 8:30-8:45ish I stand store atleast 10 min anyone know I . While I wait line look unkempt . The cutting board lettuce everywhere look like clean , stop midway . I also notice steam table meatball n't steam , actually barely water . Finally one boy notice tell another guy grab deal trash end mop floor . Which another concern come mop never put wet floor sign whomever come could slip . The gentleman help seem nice , I could n't word say despite person store . I think maybe 's sick something , seem like could talk come coworker . I still get food delicious , I n't think I come back location customer service way slow . While I eat sandwich I felt little hurried guy mop floor wait mop I . Three people enter store I every time wait boy mop floor keep go back get man every time . Despite derive I give three star sandwich still good ."
61|2|This review service food . Walked last evening . I customer time . One person register another back turn . No one acknowledge I even . Finally person register call back say customer . It take several minute say something customer one else .
"62|2|Pretty dissapointing location . I decide ruben , sandwich bread toast , meat cold bite cheese partially melt . If want real sandwich go end corner diner serve proper sandwich . For 7 buck much good disappoint . I kind person take sandwich back ask redue , one occasion I ."
"63|2|It 's Subway , food standard . But I 've never restaurant decline offer something simple extra disposable salad bowl `` count everything `` . You 'd think franchisee would recognize long term repeat business important 5 cent product ! Since Ballston Mall Subway good service friendly employee , I 'd encourage take business !"
"64|2|Rude service- give dirty look I ask utensil napkin . `` Fresh `` , yeah right . My lettuce practically yellow . Do n't want waste time even write review ."
"65|2|This place bad I come back 2 year hiatus post review try warn people come here.I never experience general apathy food prep staff I Subway . The employee , scowl throughout manufacture sandwich , literally throw food onto sandwich back bin , stray vegetable fly everywhere . And n't one person , whole assembly line disgruntled employee . I amaze rude , never go back . At least one around corner , tolerable ."
66|1|Nice location never get crowd I ( also count lunch time ) . The sandwich artist really nice efficient get order . The thing I fan location lack guacamole : ( . Other favorite location slide I want fast veggie sub !
"67|3|I usually n't get office day I crave Subway I ! I love place I get thing every single time . The reason I give full 5 star actual location small compact make hard move around actual facility . Also , wide variety drink coworker want regular tea . As Subway know advertise eat healthy I say need healthy actual place ! Healthy drink include . Also , soup machine never seem work ."
"68|2|If I could rate zero , I would . Young girl , Clarysa , serious attitude I generally check kind behavior u husband n't want upset . Her demeanor appear racist . She nose turn make sandwich . She throw cheese back container . Threw topping sandwich . I ask riper tomato challenge . Two black lady come counter buy cooky , I look Clarysa nose turn star interaction them.Young white guy get sandwich make I n't see expression face . May n't want work ... sure retired military officer doctorate level professional vacation area , I husband , I would tolerate behavior certainly would give business . So others visit , n't patronize tolerate behavior . Nasty , rude ignorant girl !"
69|2|I generally like subway ignore favor customer behind line treat poorly call attention issue unacceptable .
"70|2|I go location around 9:15 I want grab familiar bite eat head home . There 3 lady clean stand time . I appreciate I like nice clean store . The first girl greet nice politely smile I tell I need take look menu . Then girl proceed make food grumpy way . She ask I ready order I tell First Lady I rude attitude . Normally I would leave store rude worker I hungry find something else price range . We decide eat store since nothing else open tablespoon whole time eat get rude stare hear talk different language snicker look us . I proceed ignore end finish 15 minute closing . As clean , group young people come place order get treatment well . I see place terrible rating case national harbor . They class polite customer nothing seem change location ."
"71|2|This bad subway I 've ever , 8:40 pm I walk buy sub worker say 're close . Do n't ever go store Maryland , lazy worker country . Wo n't return subway EVER AGAIN !"
72|2|I call 311 ask health inspection . I go detail bad enough . If I list may fix inspector . The need close get new management .
"73|2|The manager exchange email say two lady formally counsel put 90 day probation . I hope improve performance job , one else go I . And many lesson draw , I hope one take away positive one ."
"74|1|Great service smile & new wrap delicious ! My favorite rotisserie chicken & Caesar salad . I add bit chipotle sauce & least 3 time week ! Highly recommend location , selection & staff !"
"75|2|This place bad subway location VA . This place FILTHY ! ! ! You would assume wear glove prepare sandwich would clean ... Well , . I come home open tuna foot long sandwich .... inch curly black hair first half sandwich ! ! ! How possible ? ? ? Exactly , place dirty- hair ; must olive vegetable curly hair find top sandwich . It n't end . I decide toss first half , I 'm reach half I assume NOT infected , BEHOLD : ANOTHER CURLY HAIR ! ! ! This time , outside sandwich wrapper ! THIS IS BEYOND DISGUSTING . I CA N'T BELIEVE I WAS ABOUT TO EAT THE 2ND HALF THAT I ASSUME WAS CLEAN . I assume employee help long arm hair shed onto sandwich ? THIS IS BEYOND DISGUSTING . I WOULD NEVER RETURN TO THIS DIRTY LOCATION , AND I WOULD SUGGEST YOU GUYS GOING ANOTHER SUB PLACE THAT HOLDS CLEANLINESS AS A PRIORITY ."
"76|2|How I hear place : Wow . If anyone remember first heard Subway , post comment . I sure loss I first walk Subway franchise.Type cuisine : Fast , healthy food way easy-to-prepare sandwich , make order - right front customer - use freshly bake bread , select sauce variety fresh , delicious toppings.Ambiance : This Subway location , similar Subway 's , find Ballston Common mall food court , kiosk set-up yellow tone , plastic laminate , food court seating order counter topping sandwich plain view behind plexi-glass window panel.What I order : My husband order foot-long Oven Crisp Chicken sandwich ( $ 5.50 ) whole wheat bread . He add lettuce , tomato , onion , green bell pepper , chipotle-ranch sauce . In mood salad , I turn Turkey Avocado sandwich ( $ 5.50 ) salad ( additional $ 0.75 one scoop avocado ) : shredded lettuce , tomato , green bell pepper , red onion , olive , slice pepperoncinis , two strip bacon , small ice cream scoop squished avocado chicken instead turkey , top honey-mustard dressing.What I love : Easily accessible , convenient location quick , relatively inexpensive take-out dinner.Why I love : I love share first meal , together , husband wife new apartment ! Cost : Low average ( $ 5- $ 8 per sandwich/salad )"
77|2|I 've eaten one time I get food poisoning . I 'm sure n't happen every time buyer beware .
"78|1|Ordered Italian herb n cheese , tuna . Bread soo soft . Double toasted . Very tasty . Environment clean . Restrooms close ."
"79|2|Some lettuce brown , amount topping give small , staff apathetic/just"
"80|1|So , 's Subway . Nothing new , service AWESOME compare Subways I 've . Sweet sandwich maker lady , thank start day right foot : )"
"81|2|I complaint location far cleanliness service best . I present coupon I receive mail give harest time . The man look , read finally issue discount make rude comment . It 's close I live I 'd rather walk block one closer Ballston Metro ."
"82|1|I frequent location ( get us sandwich last night ) mainly 's conveniently close I reside ... I say food never terrible , always pretty fresh , inside always clean & service usually pretty decent ! TRUST lack ANY aforementioned characteristic I 'd definitely stop eat , I 'm know go distance quality service food/items.Just opinion ... Though surround area locate need lot clean up/work & probably deter want try ... I see lot thing change around soon due upcoming growth happen block away ( National Harbor ) , maybe help business area get support deserve ."
83|2|Terrible hair find sister food . Called speak manager unprofessional . I recommend stay away
"84|3|This typical Subway location . The visit normal , nothing stand beyond clear attitude display employee . I probably would visit ."
85|2|If could give place star would . I legit hate come here- 's close parent house . I come tuna sub . They limit portion allllllll mean . I watch man ( hate make sandwich ) take four tiny scoop equal one scoop spread across sandwich . I could still see bottom bread . I say put little ? He say .75 . I tell def NOT pay .75 Bc 's appropriate amount . He argue . I turn around leave ! Then try say OKAY OKAY- I 'll . By time door . These ppl cheat portion . This one occasion I 've come . I NEVER return .
86|1|This best subway I honestly ever . The employee management extremely personable friendly . They remember girlfriend I every time come always exceptional prepare food service . Well earn 5 star !
87|2|Food good customer service . To continue talk another language serve someone make difficult hear . Talking coworker fine customer order 's good respect listen person .
"88|1|This subway n't bad . It 's hood people service nice engage . They listen I want n't rush . The reason I give Subway 4 star 5 I felt guilty uncomfortable I approach guy buy sandwich . I n't extra money buy lunch.I want mind business , grab bite go back work . I know everyone need little help every sometimes I get irritated I want leave alone ."
"89|1|Great food reasonable price ! Folks , tuna REAL tuna . Do hesitate order tuna sub disappoint ! Subway never , ever use fake tuna . My tastebud know difference I eat vegan tuna . Subway 's tuna sub wonderful . They add lot great veggie sub additional cost ! A healthy lunch choice keep full workday . : )"
"90|2|My coworker I receive Subway gift card principal want use get pedicure nearby shop . We enter shop 7:55 wait store associate finish help people . Before take order , say close complain us come store . She continue attitude entire time . She respectful teenager order front us take extra time provide great customer service . She ask friend order start put food sandwich oven . My friend ask several time could place order ignore . I finally tell associate friend want order . My friend n't even want sandwich cooky . The store associate continue ignore completely . My order total 8.86 gift card 5.00 . She want us use gift card try scan several time . I indicate could type code refuse . Instead ask I want use another payment method , place food behind glass hand guard start ramble store close . I three card I could use leave food attitude . Another woman come store leave . She tell woman close offer help anyway start make small talk . From time enter store time leave , experience one bad I 've subway similar restaurant . We gift card principal urge us use soon store close . I n't even want use gift card anymore visit another subway . Before teach , I work various customer service job . Nasrin 's service attitude completely unacceptable ."
91|1|This great subway employee nice food fresh come fast . This great place eat .
"92|1|Some day I need quick meal time travel far home . The bread , meat topping always fresh ; employee always friendly even store busy ."
"93|2|I Subway fan 's unfortunate location closest house bad Subway establishment Continental United States . The place overly messy anything like , everyone already say , customer service TERRIBLE . The woman work barely talk scowl make sandwich . The man/owner HUGE jerk . 80 % time eye red firetruck sit back text . IF decide get help customer let know inconvenience . I 've personally see get verbal altercation 2 different patron . It 's really really terrible location . Clarendon deserve well ."
"94|2|0 STARS If 're look subway trash floor , unclean table , rude customer service , hair food place ! ! !"
95|2|I bind something quick easy . The guy work super unfriendly totally skimps meat topping sub . This probably bad location subway I 've ever visit .
96|2|The absolute bad . All review true . The customer service absolutely terrible . I ask woman literally groan would n't speak . No eye contact . No smile . Everything look dirty entire experience overall unpleasant say least.And good one walk distance away . It n't like choice guy let stop go .
97|2|* * WORST Customer Service Worker / Franchise location EVER * * # 1 - RUDEST worker ( guy picture previous review ) - never say hello # 2 - UNPROFESSIONAL worker ( guy ) - never smile # 3 - UNFRIENDLIEST worker ( guy ) - never speak - look mean ALL time # 4 - Ahhh get point.Possible reason place and/or worker still : # 1 - The worker relative friend owner # 2 - Its ONLY Subway area # 3 - See # 1 # 4 - See # 2
98|2|Worst subway ever ! The guy unpleasant talk act like I owe favor get attention look credit card realize charge ! Never go back location contact corporate let know really leave bad impact brand .
99|2|Meh . Subway subway worker make good bad . I go get lunch 're generally quick . Sandwich make process fine I get counter I encounter someone 's talk phone . She continue talk I n't stand . After minute listen conversation I interrupt ask I could pay . She proceed walk back make want take food leave . She come back say big shipment bos phone . I 'm sure would 've understand put hold customer . But I guess I 'm important halt phone call 3o second take money . Most likely never return spot .
"100|2|The people neither speak understand English . All know say , Would like drink ? When problem arise register , 're clueless . And ask napkin ; n't provide . No wonder owner recently indict tax fraud ."
"101|2|I wo n't comment food Subway generally taste same.However , morning staff consistently surly- barely word . I know everyone morning person , remember reasonably nice customer ."
"102|2|The employee mop floor ; come take care customer without wash hand . Putting plastic glove help , I suppose ; Va Food Handler 's rule wash hand anytime cleaning prepare food ."
"103|1|Jared would proud . Clean , fast service , ample seating . Pretty standard Subway otherwise ."
"104|1|Clean , good portion , fresh ingredient , polite staff . The store look like subway location I think make location exceptional quality food get friendly staff . Made start go Subway often ."
"105|3|Of subway I , disorganized facility ever . I order salad online half veggie salad miss well sauce . They n't bother give fork say n't carry crouton usually give subway salad ."
"106|1|Outside need work , lot room inside . No fountain machine , sell soda water bottle . Inside little dirty , food appear fresh . Ate three day row lunch since close Hilton hotel . Got three different sandwich time good ."
"107|2|Rolled quick subway `` sub `` , key word `` SUB `` , annnnnnd seriously NO sub bread leave , flatbread . That 's like goin movie theatre like , `` oh sorry n't play movie . `` So yea , much else say . However , earn 1 extra star give us free cooky ."
108|1|reviewer mind . come location regularly couple year service amazing . staff VERY friendly point know bit many worker make effort remember order . I unique sense see warmly greet number people well . many worker company year highly skilled sandwich artist . I also learn quincy street location management one one worker bounce two place . use frequent quincy street location well similar experience . quincy street worker start fairfax one see old friend . give place 5 star food amazing subway probably best ever .
"109|1|This place great . The manager lovely lady name Angie - since location open . They best tuna - yes I aware everything prepackaged reason tuna distinctive taste texture . Bread topping always fresh delicious.During lunch place work like assembly line , I 'm talk real assembly line circa early 1900 's . I like location well one Sacramento one near Huntington Metro Station . A 6 inch sub always fill I keep 6 inch following day next meal . I appreciate friendly employee - guest n't well verse English language way communicate without embarrass . In book 's awesome customer service !"
110|2|Zero star ! ! ! They put ingredient sandwich I purposely remove online order I 'm allergic . Now I 've eat sick ! ! Do come order !
"111|2|Great food , clean place , shit service . First , three people ... One behind register , one meat , one add ons . Sounds good , right ? Well , dude meat decides time play around bread dough ( even put oven , literally take raw dough tray , stretch , spray something , put back cart ) . I look time ... This genius SEVEN MINUTES . Oh , I think manager . The add lady disappear , guy front toasted sandwich get cold sit seven minute . By way , whole time , least 50 loaf finish bread warmer ... It n't emergency . So , finally make sandwich , everything fine , I get register , rude woman begin nonsense . I coupon say buy one sub drink , get one free . I family friend 's little kid home , I decide Honest Kids juice box drink . You would think I try circumnavigate Geneva Convention . `` UMM , THIS COUPON OF YOURS SAYS YOU HAVE TO GET A LARGE FOUNTAIN DRINK , MA'AM . `` I calmly say , `` actually , say drink. `` . She roll eye go , `` ! A fountain drink ! You ca n't get . You get one . `` We go back forth , I n't raise voice I know I go call corporate anyway ... I want sandwich ... Well start talk Bread Dough interrupt busy play raw dough time , say , `` woman want cheap juice coupon . She need get fountain drink . `` Dough Warrior go , `` um , give . The coupon say drink ... `` She shoot nasty look say , `` fine ! I 'll give `` . # 1 ) n't clutter mailbox coupon employee hard time reading attitude problem . I pay $ 5 extra sandwich . Calm . # 2 ) n't take 7 minute God know three customer wait . You sandwich 2 minute since slice meat send ... Come . # 3 ) It 's hour I 'm sick , food fine ... And veggie look freshly cut place clean , unlike certain subway road ... But heaven sake , get together ."
